Operations Management672,OPMA672,Admission to the Master of Management program.
Operations Management715,OPMA715,Management Studies 613.
Operations Management719,OPMA719, Business and Environment 691.
Operations Management731,OPMA731,Admission to the Doctor of Business Administration program.
Operations Management743,OPMA743, Operations Management 601 and Management Studies 613.
Operations Management745,OPMA745, Operations Management 601 and Management Studies 613.
Operations Management797,OPMA797, Consent of the Haskayne School of Business.
Operations Management799,OPMA799,
course_name,course_code,prerequisites
Organizational Behaviour and Human Resources317,OBHR317,"Admission to the Haskayne School of Business, and Business and Environment 291 or Strategy and Global Management 217.
   "
Organizational Behaviour and Human Resources321,OBHR321,
Organizational Behaviour and Human Resources401,OBHR401,"Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
   "
Organizational Behaviour and Human Resources405,OBHR405,"Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
  "
Organizational Behaviour and Human Resources407,OBHR407,Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
Organizational Behaviour and Human Resources409,OBHR409,Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
Organizational Behaviour and Human Resources411,OBHR411,Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
Organizational Behaviour and Human Resources413,OBHR413,Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
Organizational Behaviour and Human Resources421,OBHR421,"Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
   "
Organizational Behaviour and Human Resources449,OBHR449,"Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
   "
Organizational Behaviour and Human Resources491,OBHR491,Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317.
Organizational Behaviour and Human Resources493,OBHR493,Admission to the Haskayne School of Business and 60 units including Organizational Behaviour and Human Resources 317.
Organizational Behaviour and Human Resources559,OBHR559,"Admission to the Haskayne School of Business and Organizational Behaviour and Human Resources 317. For certain topics, consent of the Haskayne School of Business will also be required."
Organizational Behaviour and Human Resources601,OBHR601,
Organizational Behaviour and Human Resources631,OBHR631,Organizational Behaviour and Human Resources 601.
Organizational Behaviour and Human Resources672,OBHR672,Admission to the Master of Management program.
Organizational Behaviour and Human Resources674,OBHR674,Admission to the Master of Management program. 
Organizational Behaviour and Human Resources691,OBHR691,"Admission to the MEng Program (Project Management specialization). Not open to students in the MBA Program.
   "
Organizational Behaviour and Human Resources721,OBHR721,Organizational Behaviour and Human Resources 601.
Organizational Behaviour and Human Resources723,OBHR723,Organizational Behaviour and Human Resources 601.
Organizational Behaviour and Human Resources725,OBHR725,Organizational Behaviour and Human Resources 601.
Organizational Behaviour and Human Resources727,OBHR727,Organizational Behaviour and Human Resources 601.
Organizational Behaviour and Human Resources729,OBHR729,Organizational Behaviour and Human Resources 601.
Organizational Behaviour and Human Resources731,OBHR731,Organizational Behaviour and Human Resources 601.
Organizational Behaviour and Human Resources733,OBHR733,Admission to the Doctor of Business Administration program.
Organizational Behaviour and Human Resources741,OBHR741,
Organizational Behaviour and Human Resources745,OBHR745,
Organizational Behaviour and Human Resources789,OBHR789,Organizational Behaviour and Human Resources 601 or consent of the Haskayne School of Business.
Organizational Behaviour and Human Resources793,OBHR793,Organizational Behaviour and Human Resources 601.
Organizational Behaviour and Human Resources797,OBHR797,"Consent of the Haskayne School of Business.
   "
Organizational Behaviour and Human Resources799,OBHR799,
course_name,course_code,prerequisites
Petroleum Engineering313,ENPE313,
Petroleum Engineering423,ENPE423,Chemical Engineering 315 and admission to the Oil and Gas Engineering program.
Petroleum Engineering429,ENPE429,"Engineering 311, Petroleum Engineering 313 and Geology 377 and admission to the Oil & Gas or Chemical Engineering with Petroleum Minor program."
Petroleum Engineering505,ENPE505,Chemical Engineering 427.
Petroleum Engineering507,ENPE507,"Third-year standing, or higher, in Chemical Engineering or Oil & Gas Engineering. "
Petroleum Engineering509,ENPE509,Petroleum Engineering 429 or 523.
Petroleum Engineering511,ENPE511,"Chemical Engineering 315, 427; Chemical Engineering 423 or Petroleum Engineering 423; Petroleum Engineering 429 or 523 and admission to the Oil & Gas or Chemical Engineering with Petroleum Minor program."
Petroleum Engineering513,ENPE513,
Petroleum Engineering515,ENPE515,Engineering 311; Chemical Engineering 317 or Engineering 317; and Chemical Engineering 331 or Mechanical Engineering 341.
Petroleum Engineering519,ENPE519, Consent of the Department.
Petroleum Engineering521,ENPE521,Engineering 311; Chemical Engineering 317 or Engineering 317 or Energy Engineering 360; and Chemical Engineering 331 or Mechanical Engineering 341 or Energy Engineering 480.
Petroleum Engineering523,ENPE523,"Engineering 311 and one of Chemical Engineering 331, or Mechanical Engineering 341 or Energy Engineering 480."
Petroleum Engineering525,ENPE525,Petroleum Engineering 523 or 429.
Petroleum Engineering531,ENPE531,Petroleum Engineering 511.
Petroleum Engineering533,ENPE533,Petroleum Engineering 523 or 429.
Petroleum Engineering543,ENPE543,Petroleum Engineering 523 or 429.
Petroleum Engineering551,ENPE551," Chemical Engineering 427, Petroleum Engineering 313 or 513 and 429 or 523."
Petroleum Engineering561,ENPE561,
Petroleum Engineering563,ENPE563,
Petroleum Engineering571,ENPE571,Fourth-year standing or above.
Petroleum Engineering573,ENPE573,Petroleum Engineering 429 or 523.
Petroleum Engineering621,ENPE621,Petroleum Engineering 429 or 523.
Petroleum Engineering622,ENPE622,
Petroleum Engineering623,ENPE623,
Petroleum Engineering624,ENPE624,
Petroleum Engineering625,ENPE625,
Petroleum Engineering626,ENPE626,
Petroleum Engineering627,ENPE627,
course_name,course_code,prerequisites
Philosophy201,PHIL201,
Philosophy249,PHIL249,
Philosophy259,PHIL259,
Philosophy264,PHIL264,
Philosophy279,PHIL279,
Philosophy301,PHIL301,
Philosophy303,PHIL303,
Philosophy305,PHIL305,
Philosophy307,PHIL307,
Philosophy309,PHIL309,
Philosophy311,PHIL311,
Philosophy313,PHIL313,
Philosophy314,PHIL314,
Philosophy315,PHIL315,
Philosophy317,PHIL317,
Philosophy325,PHIL325,
Philosophy329,PHIL329,
Philosophy330,PHIL330,
Philosophy331,PHIL331,Religious Studies 205 or a previous course in Philosophy.
Philosophy333,PHIL333,
Philosophy335,PHIL335,
Philosophy337,PHIL337,
Philosophy345,PHIL345,
Philosophy347,PHIL347,
Philosophy359,PHIL359,
Philosophy361,PHIL361,
Philosophy367,PHIL367,
Philosophy377,PHIL377,
Philosophy379,PHIL379,Philosophy 279 or 377.
Philosophy383,PHIL383,
Philosophy395,PHIL395,Admission to the Philosophy major and consent of the department.
Philosophy397,PHIL397,Admission to the BA or BA Honours in Philosophy or in Religious Studies and Applied Ethics and consent of the Department.
Philosophy399,PHIL399,
Philosophy401,PHIL401,"Two previous courses in philosophy one of which must be Philosophy 301, 303, 305, 307, 309 or 311."
Philosophy403,PHIL403,"Two previous courses in Philosophy one of which must be Philosophy 301, 303, 305, 307, 309 or 311."
Philosophy405,PHIL405,"Two previous courses in Philosophy, one of which must be Philosophy 301, 303, 305, 307, 309 or 311."
Philosophy407,PHIL407,"Two previous courses in Philosophy, one of which must be Philosophy 301, 303, 305, 307, 309 or 311."
Philosophy408,PHIL408,"One of Philosophy 309, 311, 333, 359 or Religious Studies 363 and an additional 3 units in Philosophy. "
Philosophy411,PHIL411,"Two previous courses in Philosophy one of which must be Philosophy 301, 303, 305, 307, 309 or 311."
Philosophy412,PHIL412,"One of Philosophy 309, 311, 333, 359, or Religious Studies 363 and an additional 3 units in Philosophy. "
Philosophy423,PHIL423,"Two previous courses in Philosophy, at least one of which must be at the 300 level, or higher, and one of which must be 201 or 395."
Philosophy425,PHIL425,"Two previous courses in Philosophy, at least one of which must be at the 300 level, or higher, and one of which must be Philosophy 249, 325 or 397."
Philosophy449,PHIL449,"Two previous courses in Philosophy, at least one of which must be at the 300 level, or higher, and one of which must be Philosophy 249 or 397."
Philosophy451,PHIL451,"Two previous courses in Philosophy, at least one of which must be at the 300 level or higher, and one of which must be either Philosophy 249 or 397."
Philosophy453,PHIL453,"Two previous courses in Philosophy, at least one of which must be at the 300 level, or higher, and one of which must be Philosophy 249 or 397."
Philosophy461,PHIL461,"Two previous courses in Philosophy, at least one of which must be at the 300 level, or higher, and one of which must be Philosophy 201 or 395."
Philosophy467,PHIL467,"Two previous courses in Philosophy one of which must be Philosophy 275, 279 or 377 and one of which must be Philosophy 201 or 395."
Philosophy471,PHIL471,Philosophy 279 or 377.
Philosophy473,PHIL473,Philosophy 279 or 377.
Philosophy479,PHIL479,Philosophy 379.
Philosophy483,PHIL483,"Two previous courses in Philosophy, at least one of which must be at the 300 level, or higher, and one of which must be Philosophy 201 or 395."
Philosophy499,PHIL499,"Two previous courses in Philosophy, at least one of which is at the 300 level."
Philosophy501,PHIL501,"6 units in Philosophy, at least one of which must be a course in the History of Philosophy and one of which must be at the 400 level or higher."
Philosophy505,PHIL505,"Two previous courses in Philosophy, at least one of which must be a course in the History of Philosophy and one of which must be at the 400 level, or higher."
Philosophy507,PHIL507,Two previous courses in philosophy at least one of which must be a course in the History of Philosophy and at least one of which must be at the 400 level.
Philosophy517,PHIL517,"Two previous courses in Philosophy, one of which must be Philosophy 201, 395, 421, 423, 461, 463, 467, 481 or 483 and one of which must be at the 400 level, or higher."
Philosophy519,PHIL519,Philosophy 279 or 377.  Philosophy 371 or Linguistics 319 recommended.
Philosophy523,PHIL523,"Two previous courses in philosophy at least one of which must be at the 400 level and one of which must be one of Philosophy 201, 395, 421, 423, 461, 463, 467, 481, or 483."
Philosophy525,PHIL525,"Two previous courses in Philosophy, one of which must be Philosophy 249, 397, 425, 449 or 453 and at least one of which must be at the 400 level, or higher."
Philosophy527,PHIL527,Two previous courses in Philosophy at least one of which must be at the 400 level.
Philosophy547,PHIL547,"Two previous courses in Philosophy, one of which must be Philosophy 249, 397, 425, 449 or 453 and at least one of which must be at the 400 level, or higher."
Philosophy549,PHIL549,"Two previous courses in Philosophy, one of which must be Philosophy 249, 397, 425, 449 or 453 and at least one of which must be at the 400 level, or higher."
Philosophy553,PHIL553,"Two previous courses in Philosophy, one of which must be 249, 397, 425, 449 or 453 and at least one of which must be at the 400 level, or higher."
Philosophy561,PHIL561,"Two previous courses in Philosophy at least one of which must be at the 400 level and one of which must be one of Philosophy 201, 395, 421, 423, 461, 463, 467, 481 or 483."
Philosophy565,PHIL565,
Philosophy567,PHIL567,"Two previous courses in Philosophy, one of which must be 201, 395, 421, 423, 461, 463, 467, 481 or 483 and one of which must be at the 400 level, or higher."
Philosophy571,PHIL571,"Two previous courses in Philosophy, one of which must be either Philosophy 279 or 377, and one of which must be at the 400 level, or higher."
Philosophy579,PHIL579,Philosophy 279 or 377.
Philosophy583,PHIL583,"Two previous courses in philosophy at least one of which must be at the 400 level and one of which must be one of Philosophy 201, 395, 421, 423, 461, 463, 467, 481 or 483."
Philosophy590,PHIL590, Admission to the Honours program and consent of the Department.
Philosophy595,PHIL595, Consent of the Department.
Philosophy597,PHIL597,Consent of the Department.
Philosophy599,PHIL599,"Two previous courses in Philosophy, at least one of which must be at the 400 level or above."
Philosophy601,PHIL601,
Philosophy603,PHIL603,
Philosophy609,PHIL609,
Philosophy623,PHIL623,
Philosophy627,PHIL627,
Philosophy649,PHIL649,
Philosophy653,PHIL653,
Philosophy661,PHIL661,
Philosophy667,PHIL667,
Philosophy671,PHIL671,
Philosophy677,PHIL677,
Philosophy679,PHIL679,
Philosophy683,PHIL683,
Philosophy691,PHIL691,
Philosophy695,PHIL695,
Philosophy699,PHIL699,
Philosophy700,PHIL700,
course_name,course_code,prerequisites
Physical Education321,PHED321,"Kinesiology 201, 321 and admission to the Leadership in Pedagogy and Coaching Major. "
Physical Education333,PHED333,Kinesiology 201 and 321 and admission to the Leadership in Pedagogy and Coaching Major.
Physical Education349,PHED349,Kinesiology 201 and admission to the Leadership in Pedagogy and Coaching Major.
course_name,course_code,prerequisites
Physics106,PHYS106,Consent of the Department.
Physics211,PHYS211,Mathematics 30-1 or Mathematics 2 (offered by Continuing Education). Note: Physics 30 is recommended as preparation for Physics 211.
Physics221,PHYS221,"A grade of 70 per cent or higher in Physics 30; 50 per cent or higher in Mathematics 31; and 70 per cent or higher in Mathematics 30-1 or a grade of ""B-"" or 70 per cent or better in Mathematics 2 (offered by Continuing Education)."
Physics223,PHYS223,Physics 211 or 221 or 227.
Physics227,PHYS227,"A grade of 75 per cent or higher in Physics 30; 60 per cent or higher in Mathematics 31; and 75 per cent or higher in Mathematics 30-1 or a grade of ""B"" or 70 per cent or better in Mathematics 2 (offered by Continuing Education) and admission to Physics, Astrophysics, Chemical Physics, Chemistry, Natural Science (Physics Concentration), or Environmental Science (Physics Concentration); or Mathematics 275 and Physics 211 or 221. "
Physics229,PHYS229,Physics  211 or 221 or 227; and Mathematics 249 or 265 or 275.
Physics259,PHYS259,Mathematics 265 or 275 and Mathematics 211.
Physics271,PHYS271,
Physics303,PHYS303,
Physics321,PHYS321,Physics 211 or 221 and Mathematics 211 or 213 and Mathematics 267 or 277.
Physics323,PHYS323,Physics 211 or 221 or 227 and 223; Mathematics 249 or 265 or 275.
Physics341,PHYS341,Physics 227 or 321 or a grade of “A-“ or higher in either Physics 211 or 221; and Mathematics 211 or 213; and one of Mathematics 267 or 277.
Physics343,PHYS343,Physics 341.
Physics355,PHYS355,Physics 227 and Mathematics 375 or 376. 
Physics365,PHYS365,Mathematics 277; and Physics 259.  
Physics369,PHYS369,Mathematics 277 and Physics 259.
Physics371,PHYS371,
Physics375,PHYS375,Physics 227 and Mathematics 267 or 277.
Physics381,PHYS381,"Physics 341 and one of Computer Science 217, 231 or Data Science 211."
Physics397,PHYS397,Physics 227 and 229.
Physics435,PHYS435,"Physics 343, Mathematics 211; and Mathematics 375 or 376; and Mathematics 367 or 377."
Physics443,PHYS443,Physics 229 or 325; and 343; and Mathematics 311; and Mathematics 433 or Physics 435; and Mathematics 375 or 376; and Mathematics 367 or 377.
Physics449,PHYS449,Physics 229 or 325; and 343; and Mathematics 375 or 376; and Mathematics 367 or 377.
Physics451,PHYS451,Physics 449.
Physics455,PHYS455,Physics 255 or 355 or 259 or 323; and Mathematics 375 or 376; and Mathematics 367 or 377.
Physics457,PHYS457,Physics 455 and one of Physics 435 or Mathematics 433.
Physics481,PHYS481,Physics 381; and Mathematics 375 or 376; and Mathematics 367 or 377.
Physics497,PHYS497, Physics 397; and Mathematics 433 or Physics 435.
Physics501,PHYS501, Physics 455; and Mathematics 375 or 376; and Mathematics 367 or 377.
Physics507,PHYS507, Physics 443 or Chemistry 373; and Physics 449 and 455.
Physics509,PHYS509, Physics 343 and 455.
Physics521,PHYS521,"Physics 381, 449 and one of Physics 435 or Mathematics 433."
Physics543,PHYS543, Physics 443 or Chemistry 373.
Physics561,PHYS561, Consent of the Department.
Physics577,PHYS577,"Physics 455, 543; and Mathematics 375 or 376; and Mathematics 367 or 377. "
Physics581,PHYS581,Physics 481 and Mathematics 433 or Physics 435. 
Physics593,PHYS593,Consent of the Department.
Physics597,PHYS597, Physics 229 or 325 and 497.
Physics598,PHYS598, Physics 443 and 449 and 455 and consent of the Department.
Physics599,PHYS599, Consent of the Department.
Physics603,PHYS603,
Physics605,PHYS605,
Physics609,PHYS609,
Physics611,PHYS611,
Physics613,PHYS613,
Physics615,PHYS615,
Physics617,PHYS617,
Physics619,PHYS619, Physics 611.  
Physics621,PHYS621,
Physics629,PHYS629,
Physics663,PHYS663, Consent of the Department.
Physics671,PHYS671,
Physics673,PHYS673,
Physics675,PHYS675,
Physics677,PHYS677, Consent of the Department.
Physics691,PHYS691,
Physics697,PHYS697,
Physics699,PHYS699,
Physics701,PHYS701,
course_name,course_code,prerequisites
Plant Biology327,PLBI327,Biology 371.
Plant Biology401,PLBI401,"Biology 331, 371, and one of Biochemistry 341 or 393. "
Plant Biology403,PLBI403,Biology 371. 
Plant Biology421,PLBI421,Biology 371. 
Plant Biology507,PLBI507,54 units and consent of the Department. 
Plant Biology528,PLBI528,72 units and consent of the Department. 
Plant Biology530,PLBI530,72 units and consent of the Department. 
Plant Biology541,PLBI541,Botany 327 or Plant Biology 327. 
Plant Biology543,PLBI543,Biology 331 and one of Botany 303 or 321 or Plant Biology 403 or 421. 
Plant Biology633,PLBI633,
course_name,course_code,prerequisites
Political Science201,POLI201,
Political Science213,POLI213,
Political Science279,POLI279,
Political Science283,POLI283,
Political Science302,POLI302,
Political Science310,POLI310,
Political Science321,POLI321,
Political Science342,POLI342,
Political Science345,POLI345,
Political Science357,POLI357,
Political Science359,POLI359,
Political Science369,POLI369,
Political Science371,POLI371,
Political Science379,POLI379,
Political Science381,POLI381,
Political Science397,POLI397,
Political Science398,POLI398,3 units in Political Science. 
Political Science399,POLI399,
Political Science402,POLI402,3 units in Political Science at the senior level.
Political Science406,POLI406,Political Science 310. 
Political Science407,POLI407,Political Science 310.
Political Science409,POLI409,Political Science 310.
Political Science411,POLI411, Political Science 310.
Political Science413,POLI413,Political Science 310.
Political Science415,POLI415,3 units in Political Science.
Political Science417,POLI417,Political Science 310 or 453.
Political Science422,POLI422,3 units in Political Science or 3 units in courses labelled Indigenous Studies. 
Political Science425,POLI425, Political Science 321.
Political Science426,POLI426, Political Science 321.
Political Science427,POLI427,Political Science 321.
Political Science428,POLI428,Political Science 321.
Political Science429,POLI429,One of Political Science 321 or 399.
Political Science430,POLI430,3 units in Political Science.
Political Science431,POLI431, Political Science 321.
Political Science432,POLI432,Political Science 321.
Political Science433,POLI433,3 units in Political Science at the 300 level or above.
Political Science435,POLI435,Political Science 381.
Political Science439,POLI439,Political Science 381.
Political Science440,POLI440,
Political Science444,POLI444, Political Science 321 and 342.
Political Science447,POLI447, Political Science 357 or 359.
Political Science451,POLI451,Political Science 321.
Political Science453,POLI453,Political Science 359 or 321.
Political Science455,POLI455,Political Science 359.
Political Science463,POLI463, Political Science 359.
Political Science464,POLI464,Political Science 359.
Political Science465,POLI465, Political Science 359.
Political Science469,POLI469,Political Science 369.
Political Science470,POLI470,One of Political Science 359 or 381 or Law and Society 201.
Political Science471,POLI471,Political Science 371 or African Studies 301.
Political Science473,POLI473, Political Science 359.
Political Science477,POLI477,Political Science 359.
Political Science479,POLI479,Political Science 369.
Political Science481,POLI481,"One of Political Science 310, 359, 381."
Political Science483,POLI483,Political Science 381.
Political Science485,POLI485, Political Science 381.
Political Science487,POLI487,Political Science 381.
Political Science491,POLI491,Political Science 381.
Political Science502,POLI502,3 units in Political Science at the senior level. 
Political Science503,POLI503,Political Science 310.
Political Science505,POLI505,Political Science 310.
Political Science506,POLI506,"Political Science 310, 379, 381, 481 or 417."
Political Science515,POLI515,Political Science 310.
Political Science519,POLI519,
Political Science521,POLI521,"One of Political Science 321, 426, 427 or 428."
Political Science523,POLI523,Political Science 381.
Political Science524,POLI524,Political Science 422 or Indigenous Studies 407 or completion of at least 60 units.
Political Science525,POLI525,Political Science 321.
Political Science531,POLI531,Political Science 431.
Political Science543,POLI543,Political Science 342 or 483.
Political Science551,POLI551,Political Science 321.
Political Science554,POLI554," Political Science 357, 359, or 453."
Political Science561,POLI561,"One of Political Science 359, 381, or 464."
Political Science565,POLI565,Political Science 359 or Indigenous Studies 407.
Political Science569,POLI569,Political Science 369 and one 400-level course in comparative politics or international relations.
Political Science575,POLI575,Political Science 381.
Political Science579,POLI579, Consent of the Department.
Political Science581,POLI581,Political Science 483 or 487.
Political Science585,POLI585,Political Science 381.
Political Science586,POLI586,Political Science 485.
Political Science587,POLI587,Political Science 381 or 310.
Political Science590,POLI590,Admission to Political Science Honours program and completion of 75 units.
Political Science591,POLI591,Political Science 590.
Political Science597,POLI597, Consent of the Department.
Political Science605,POLI605,
Political Science606,POLI606,
Political Science615,POLI615,
Political Science617,POLI617,
Political Science619,POLI619,
Political Science621,POLI621,
Political Science623,POLI623,
Political Science624,POLI624,
Political Science631,POLI631,
Political Science633,POLI633,
Political Science641,POLI641,
Political Science643,POLI643,
Political Science651,POLI651,
Political Science653,POLI653,
Political Science665,POLI665,
Political Science671,POLI671,
Political Science673,POLI673,
Political Science675,POLI675,
Political Science681,POLI681,
Political Science683,POLI683,
Political Science684,POLI684,
Political Science685,POLI685,
Political Science686,POLI686,
Political Science687,POLI687,
Political Science689,POLI689,
Political Science691,POLI691,
Political Science693,POLI693, Political Science 691.
Political Science699,POLI699,Political Science 691.
Political Science715,POLI715,
Political Science721,POLI721,
Political Science723,POLI723,
Political Science725,POLI725,
Political Science741,POLI741,
Political Science755,POLI755,
Political Science781,POLI781,
Political Science791,POLI791,
course_name,course_code,prerequisites
Professional Land Management475,PLMA475,Admission to the Haskayne School of Business and 60 units including Business and Environment 395. 
Professional Land Management573,PLMA573,"Admission to the Haskayne School of Business, Professional Land Management 475 and Business and Environment 395."
Professional Land Management579,PLMA579,"Admission to the Haskayne School of Business, Professional Land Management 475, 583, Business and Environment 395 and Finance 317."
Professional Land Management583,PLMA583,"Admission to the Haskayne School of Business, Professional Land Management 475 and Business and Environment 395."
Professional Land Management587,PLMA587,"Admission to the Haskayne School of Business, Professional Land Management 475, 573, 583 and Finance 317."
course_name,course_code,prerequisites
Psychology200,PSYC200,
Psychology201,PSYC201,
Psychology203,PSYC203,
Psychology204,PSYC204,
Psychology300,PSYC300,"One of Mathematics 30-1, 30-2, 31, or Mathematics 2 (offered by Continuing Education); Psychology 200 and one of Psychology 201 or Neuroscience 201. "
Psychology301,PSYC301,Psychology 300. 
Psychology305,PSYC305,Psychology 200 and 201.
Psychology321,PSYC321,Psychology 200 and 201.
Psychology345,PSYC345,Psychology 200 and 201.
Psychology349,PSYC349,Psychology 200 and 201.
Psychology351,PSYC351,Psychology 200 and 201.
Psychology353,PSYC353,Psychology 200 and 201.
Psychology365,PSYC365,Psychology 200 and 201.
Psychology369,PSYC369,Psychology 200 and 201.
Psychology373,PSYC373,Psychology 200 and 201.
Psychology375,PSYC375,Psychology 200.
Psychology383,PSYC383,Psychology 200 and 201.
Psychology385,PSYC385,Psychology 200 and 201.
Psychology391,PSYC391,"Psychology 200, 201 and admission to the Psychology major or Honours program."
Psychology393,PSYC393,"Psychology 200, 201 and admission to the Psychology major or Honours program."
Psychology400,PSYC400,"Admission to the Psychology major or Honours program and: 01: Psychology 300, 301, 385; 02: Psychology 300, 301; 03: Psychology 300, 301, 375; 04: Psychology 300, 301, 365; 05: Psychology 300, 301 and one of 349 or 351 or 353; 06: Psychology 300, 301 and one of 321 or 383; 07: Psychology 300, 301, 369; 08: Psychology 300, 301, 345.   "
Psychology405,PSYC405,"Psychology 200 and 201, one senior course in Psychology, and admission to the Psychology major or Honours program."
Psychology407,PSYC407,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology411,PSYC411,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology415,PSYC415,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology417,PSYC417,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology425,PSYC425,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology427,PSYC427,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology429,PSYC429,"Psychology 300, 301, 351 and admission to the Psychology major or Honours program."
Psychology430,PSYC430,"Psychology 300, 301, 375 and admission to the Psychology major or Honours program."
Psychology431,PSYC431,"Psychology 300, 301, 385 and admission to the Psychology major or Honours program."
Psychology433,PSYC433,"Psychology 300, 301, 385 and admission to the Psychology major or Honours program."
Psychology435,PSYC435,"Psychology 300, 301, 385 and admission to the Psychology major or Honours program."
Psychology437,PSYC437,"Psychology 300, 301, 375 and admission to the Psychology major or Honours program."
Psychology439,PSYC439,Psychology 300 and 301; one of 345 or 351 and admission to the Psychology major or Honours program.
Psychology442,PSYC442,"Psychology 300, 301, 345, and admission to the Psychology major or Honours program.

   "
Psychology443,PSYC443,"Psychology 300, 301, 345 and admission to the Psychology major or Honours program."
Psychology445,PSYC445,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology447,PSYC447,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology449,PSYC449,"Psychology 300, 301, 351 and admission to the Psychology major or Honours program."
Psychology451,PSYC451,"Psychology 300, 301, 351 and admission to the Psychology major or Honours program or to the minor in Speech-Language Sciences for Linguistics Majors."
Psychology455,PSYC455,"Psychology 300, 301, 353 and admission to the Psychology major or Honours program."
Psychology457,PSYC457,"Psychology 300, 301, 353 and admission to the Psychology major or Honours program."
Psychology459,PSYC459,"Psychology 300, 301, 351, 385 and admission to the Psychology major or Honours program."
Psychology463,PSYC463,"Psychology 300, 301, 365 and admission to the Psychology major or Honours program."
Psychology467,PSYC467,"Psychology 300, 301 and admission to the Psychology major or Honours program or to the minor in Speech-Language Sciences for Linguistics Majors."
Psychology469,PSYC469,"Psychology 300, 301, 369 and admission to the Psychology major or Honours program."
Psychology471,PSYC471,"Psychology 300, 301, 369 and admission to the Psychology major or Honours program or to the minor in Speech-Language Sciences for Linguistics Majors or the Concentration in Speech-Language Sciences for Linguistics Majors."
Psychology473,PSYC473,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology474,PSYC474,"Psychology 300, 301, 375 and admission to the Psychology major or Honours program."
Psychology475,PSYC475,"Psychology 300, 301, 375 and admission to the Psychology major or Honours program."
Psychology477,PSYC477,"Psychology 300, 301, 375 and admission to the Psychology major or Honours program."
Psychology478,PSYC478,"Psychology 300, 301, 375 and admission to the Psychology major or Honours program."
Psychology479,PSYC479,"Psychology 300, 301, 375 and admission to the Psychology major or Honours program or to the minor in Speech-Language Sciences for Linguistics Majors."
Psychology481,PSYC481,Psychology 300 and 301; one of 321 or 421 or 423 and admission to the Psychology major or Honours program.
Psychology483,PSYC483,Psychology 300 and 301; one of 321 or 421 or 423 and admission to the Psychology major or Honours program.
Psychology491,PSYC491,"Psychology 300, 301, 365 and admission to the Psychology major or Honours program."
Psychology492,PSYC492,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology493,PSYC493,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology495,PSYC495,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology497,PSYC497,Psychology 300 and 301; one of 365 or 375 and admission to the Psychology major or Honours program.
Psychology499,PSYC499,"Psychology 300 and 301; 18 units in Psychology, admission to the Psychology major or Honours program, and consent of the Department."
Psychology501,PSYC501,"Psychology 300, 301, admission to the Psychology Honours program and consent of the Department."
Psychology502,PSYC502,"Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology503,PSYC503," Psychology 300, 301 and admission to the Psychology major or Honours program."
Psychology504,PSYC504,"Psychology 300, 301, admission to the Psychology major or Honours program and consent of the Department."
Psychology505,PSYC505,"Psychology 300, 301, admission to the Psychology major or Honours program and consent of the Department."
Psychology521,PSYC521,"Psychology 300, 301, 375 and admission to the Psychology major or Honours program."
Psychology531,PSYC531,Psychology 475 and admission to the Psychology major or Honours program.
Psychology585,PSYC585,"Psychology 300, 301, 385, 433 and admission to the Psychology major or Honours program."
Psychology591,PSYC591," Psychology 300, 301, 365 and admission to the Psychology major or Honours program."
Psychology598,PSYC598,Admission to the Psychology Honours degree program.
Psychology601,PSYC601,Consent of the Department.
Psychology607,PSYC607, Consent of the Department.
Psychology611,PSYC611,Consent of the Department.
Psychology613,PSYC613, Consent of the Department.
Psychology615,PSYC615, Consent of the Department.
Psychology617,PSYC617,Consent of the Department.
Psychology619,PSYC619, Consent of the Department.
Psychology620,PSYC620,Consent of the Department.
Psychology623,PSYC623,Admission to the Psychology or Clinical Psychology graduate programs.
Psychology625,PSYC625,Admission to the Psychology or Clinical Psychology graduate programs.
Psychology627,PSYC627,Admission to the Clinical Psychology graduate program.
Psychology630,PSYC630,Consent of the Department.
Psychology639,PSYC639, Consent of the Department.
Psychology641,PSYC641,
Psychology650,PSYC650,"Admission to the Clinical Psychology graduate program.
  "
